M6020049,"48"" Steel Casing, Furnish and Install, Jack and Bore",Lin. Ft.,
M6020054,"54"" Steel Casing, Furnish and Install",L. F.,
M6020056,"56"" Steel Casing, Furnish and Install",Lin. Ft.,
M6020060,"60"" Steel Casing, Furnish and Install",L. F.,
M6020066,"66"" Steel Casing, Furnish and Install",Lin. Ft.,
M6020072,"72"" Steel Casing, Furnish and Install",L. F.,
M6020078,"78"" Steel Casing, Furnish and Install",Lin. Ft.,
M6020084,"84"" Steel Casing, Furnish and Install",Lin. Ft.,
M6020090,"90"" Steel Casing, Furnish and Install, Jack and Bore per Specifications",Lin. Ft.,
M6020096,"96"" Steel Casing, Furnish and Install, Jack and Bore per Specifications",Lin. Ft.,
M6021054,"54"" R.C.P. Sleeve, Furnish and Install",Lin. Ft.,
M6022066,"Direct Jack 66"" Storm Sewer Pipe(DO NOT USE)
(USE M6180067 INSTEAD)",Lin. Ft.,
M6025000,Allowance for Dewatering,Job,
M6025005,Dewatering,Job,
603,High Density Polyethylene Pipe,,
M6030015,"15"" HDPE Pipe and Fittings",Lin. Ft.,
M6030017,"18"" High Density Polyethylene Pipe, Type ""S""",Lin. Ft.,
M6030018,"18"" HDPE Pipe and Fittings",Lin. Ft.,
M6030019,"18"" Perforated High Density Polyethylene Pipe, with Sock",Lin. Ft.,
M6030024,"24"" HDPE Pipe and Fittings",Lin. Ft.,
605,Subdrainage,,
M6050900,"6"" Connector Pipe, Schedule 80 PVC",Lin. Ft.,
608,Horizontal Directional Drilling,,
M6081001,"3"" HDPE Electrical Conduit (Directional Drilling)",Lin. Ft.,
610,Water Line Construction,,
M6100005,Water Valve Delineator,Each,
M6100010,"Water Valve Operator Extension Stabilizer, Furnish & Install",Each,
M6100012,"Water Valve Operator Extension Stabilizer, Type I",Each,
M6100014,"Water Valve Operator Extension Stabilizer, Type II",Each,
M6100048,"Debris Cap, Furnish & Install DO NOT USE !!! USE M6309065",Each,
M6100049,"Locating Coil, Furnish & Install DO NOT USE !!! USE M6309065",Each,
M6100050,"Debris Cap, Including Locator Coil, Furnish & Install DO NOT USE!!! USE M6309065",Each,
M6100060,Cathodic Protection,Job,
M6100080,"Allowance for Well Inspection,Pump Test, Cap Well",Job,
M6100100,"3"" Water Service Replacement per Special Provisions",Lin. Ft.,
M6100122,"1-1/2"" and 2"" Water Service Replacement Per Special Provisions",Lin. Ft.,
M6100341,"3/4"" and 1"" Water Service Replacement",Lin. Ft.,
M6100344,Waterline Relocation Per Plans,Job,
M6100346,"Vertical Realignment of Existing 6"" ACP Water Line",Lin. Ft.,
M6100348,"Vertical Realignment of Existing 8"" ACP Waterline",Lin. Ft.,
M6100400,"3/4"" and 1"" Water Service Replacement",Each,
M6100520,"2-inch PVC, Schedule 40 for Clorination Point",Lin. Ft.,
M6100530,"3-inch PVC, Schedule 40, for Clorination Point",Lin. Ft.,
M6101004,"4"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101006,"6"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101008,"8"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101010,"10"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101012,"12"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101016,"16"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101020,"20"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101022,"20-inch Concrete Cylinder Pipe & Fittings, Furnish & Install",Lin. Ft.,
M6101024,"24"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101030,"30"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101036,"36"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101042,"42"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101048,"48"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101054,"54"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101060,"60"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101066,"66"" Water Pipe and Fittings, Furnish & Install",L. F.,
M6101099,Boring Under Slabs and Obstructions,Lin. Ft.,
M6101200,Waterline Connection at PRV Station,Job,
M6101204,"Connection to Existing 4"" Waterline",Each,
M6101206,"Connection to Existing 6"" Waterline",Each,
M6101208,"Connection  to Existing 8"" Waterline",Each,
M6101212,"Connection to Existing 12"" Waterline",Each,
M6101216,"Connection to Existing 16"" Waterline",Each,
M6101218,"Connection to Existing 18"" Waterline",Each,
M6101220,"Connection to Existing 20"" Waterline",Each,
M6101224,"Connection to Existing 24"" Waterline",Each,
M6101230,"Connection to Existing 30"" Waterline",Each,
M6101236,"Connection to Existing 36"" Waterline",Each,
M6101242,"Connection to Existing 42"" Waterline",Each,
M6101248,"Connection to Existing 48"" Waterline",Each,
M6101254,"Connection to Existing 54"" Waterline",Each,
M6101260,"Connection to Existing 60"" Waterline",Each,
M6101306,"Cut-In Tee for Connection to Existing 6"" Waterline",Each,
M6101312,"Cut-In Tee for Connection to Existing 12"" Waterline",Each,
M6101320,"Cut-In Tee for Connection to Existing 20"" Waterline",Each,
M6101324,"Cut-In Tee for Connection to Existing 24"" Waterline",Each,
M6101336,"Cut-In Tee for Connection to Existing 36"" Waterline",Each,
M6101799,"Cast Iron Fittings in Excess of Quantity Shown on Plans, Furnish & Install",Lb.,
M6101800,"Cast Iron Fittings in Excess of Quantity Shown on Plans, Furnish & Install, Contingent Item",Lb.,
M6101801,"Relocate Existing Water Meter, Box, and Cover",Each,
M6101802,"New Water Meter Box and Cover, Furnish & Install",Each,
M6101803,Relocate Existing Water Meter,Each,
M6101804,"Relocate Existing 4"" Water Meter, Vault, and Cover",Each,
M6101805,Water Service Connection (Main to Meter),Each,
M6101806,"Relocate Exiting Water Meter, Vault, and Cover",Each,
M6101807,Water Service Connection & New Meter,Each,
M6101808,"New 4"" Water Meter Vault, Furnish & Install",Each,
M6101810,"3/4"" or 1"" Water Meter Service Connect. Pipe and Fittings, Main to Meter, Furnish & Install",Lin. Ft.,
M6101815,"1"" Water Meter Service Connect. Copper Pipe and Fittings, Main to Meter, Furnish & Install",L.F.,
M6101820,"1-1/2"" or 2"" Water Meter Service Connect Pipe and Fittings, Main to Meter, Furnish & Install",Lin. Ft.,
M6101830,"2-1/2"" or 3"" Water Meter Service Connect Pipe and Fittings, Main to Meter, Furnish and Install",L. F.,
M6101840,"4"" Water Meter Service Connect Pipe and Fittings, Main to Meter, Furnish and Install",Lin. Ft.,
M6101850,"Allowance for Excess Ductile Iron Fittings, Furnish and Install",Job,
M6101860,"6"" Water Meter Service Connect Pipe and Fittings, Main to Meter, Furnish and Install",Lin. Ft.,
M6101865,Relocated Existing Water Service,Job,
M6101924,"24"" X 16"" Reducer, Furnish & Install",Each,
M6101942,"42"" X 36"" Eccentric Reducer",Each,
M6102000,"Attach Water Pipe to Existing Structure, Per Detail",Job,
M6102003,"3"" Ductile Iron Water Pipe and Fittings, Furnish & Install",Lin. Ft.,
M6102004,"4"" Ductile Iron Water Pipe and Fittings, Furnish & Install",L. F.,
M6102006,"6"" Ductile Iron Water Pipe and Fittings, Furnish & Install",L. F.,
M6102008,"8"" Ductile Iron Water Pipe and Fittings, Furnish & Install",L. F.,
M6102010,"10"" Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6102012,"12"" Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6102015,"16"" Ductile Iron Pipe & Fittings, Furnish Only",L. F.,
M6102016,"16"" Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6102017,"16"" Ductile Iron Pipe & Fittings, Install Only",L. F.,
M6102018,"18"" Ductile Iron Pipe & Fittings, Furnish & Install",Lin. Ft.,
M6102024,"24"" Ductile Iron Water Pipe & Fittings, Furnish and Install",Lin. Ft.,
M6103004,"4"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103006,"6"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103008,"8"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103010,"10"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103012,"12"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103016,"16"" Mechanical Joint Ductile Iron Water Pipe & Fittings, Furnish & Install",L. F.,
M6103703,"Waterline Realignment, 3"", Contingent Item",Each,
M6103704,"Waterline Realignment, 4"", Contingent Item",Each,
M6103705,"Waterline Realignment, 4"", Contingent Item",Each,
M6103706,"Waterline Realignment, 6"" and 8"", Contingent Item",Each,
M6103710,"Waterline Realignment, 10"" and 12"", Contingent Item",Each,
M6103716,"Waterline Realignment, 16-inch",Each,
M6103724,"Waterline Realignment, 24-inch",Each,
M6104000,"6"" D.I.P. Waterline with Polyethylene Wrap",L.F.,
M6104003,"3"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",Lin. Ft.,
M6104004,"4"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104005,"6"" Ductile Iron Pipe & Fittings, Restrained, Furnish Only",L. F.,
M6104006,"6"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104007,"6"" Ductile Iron Pipe & Fittings, Restrained, Install Only",L. F.,
M6104008,"8"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104010,"10"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104011,"12"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish Only",L. F.,
M6104012,"12"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104013,"12"" Ductile Iron Water Pipe & Fittings, Restrained, Install Only",L. F.,
M6104015,"16"" Ductile Iron Pipe & Fittings, Restrained, Furnish Only",L. F.,
M6104016,"16"" Ductile Iron Water Pipe & Fittings, Restrained, Furnish & Install",L. F.,
M6104017,"16"" Ductile Iron Pipe & Fittings, Restrained, Install Only",L. F.,
M6104020,"20"" Ductile Iron Pipe and Fittings, Restrained, Furnish and Install",Lin. Ft.,
M6104024,"24"" Ductile Iron Pipe & Fittings Restrained, Furnish and Install",Lin. Ft.,
M6104030,"30"" Ductile Iron Pipe & Fittings Restrained, Furnish and Install",Lin. Ft.,
M6104100,Restrain Existing Water Pipe,Lin. Ft.,
M6104300,Cutting and Plugging Existing Water Line,Each,
M6104301,"Cutting and Plugging Existing Water Line, Up To & Incl. 12""",Each,
M6104302,"Cutting and Plugging Existing Water Line, 14"" To & Incl. 24""",Each,
M6104303,Kill Water Service/Pipe at Main,Each,
M6104304,"Cutting and Plugging Existing Water Line, 2"" - 4""",Each,
M6104308,"Cutting and Plugging Existing Water Line, 6"" - 8""",Each,
M6104312,"Cutting and Plugging Existing Water Line, 10"" - 12""",Each,
M6104400,"Waterline Cut-Out, Std. Detail P-1344",Each,
M6105006,"6"" Ductile Iron Pipe & Fittings, Flanged, Furnish and Install",Lin. Ft.,
M6106000,"Remove Existing Valve, Box, and Cover, Backfill with ABC, Replace Pavement.  Deliver Salvaged Items to Water Yard.",Each,
M6106001,Remove Existing Valve Box & Cover,Each,
M6106002,"Remove Existing Valve Box & Cover, Restore Surface",Each,
M6106003,Remove Existing Fire Hydrant,Each,
M6108001,"6"" Fire Hydrant Extension Assembly, Furnish & Install",Each,
M6108002,"12"" Fire Hydrant Extension Assembly, Furnish & Install",Each,
M6108004,"Grade Adjustment Fitting Furnished by City of Phoenix, Install",Each,
M6108005,Fire Hydrant Collar,Each,
M6108006,"Fire Hydrant Furnished by the City of Phoenix, Install",Each,
M6108007,"Fire Hydrant, Salvage & Deliver to the City of Phoenix",Each,
M6108010,"Relocate Fire Hydrant, Det. P1360 and P1362",Each,
M6108012,"Fire Hydrant Assembly, 6"" Gate Valve, Valve Box & Cover, Type ""A"", Complete with 6"" DIP Bypass, Furnish and Install",Each,
M6108014,"Fire Hydrant Assembly, 6"" Gate Valve, Valve Box & Cover, Type ""A"", Furnish and Install",Each,
M6108015,Relocate Water Valve,Each,
M6108016,Fire Hydrant Bypass Retrofit,Each,
M6108020,"Hydrant Guards, Phx. Supp. Detail P-1359",Each,
M6108052,"6"" Backflow Valve Assembly, Phx. Supp. Detail P-1352",Each,
M6108053,"Relocate Backflow Prevention Unit, Phx. Supp. Detail P-1353",Each,
M6108054,"Relocate Water Valve, and Restore Surface",Each,
M6109001,"3/4-Inch Pipe (Type ""K"" Copper) with Corp. Stop",L. F.,
M6109010,Private Waterline Utility Vertical Realignment,Each,
M6109050,Thrust Block,Each,
610,,,
M610M6101808,"3"" Water Meter Vault, Furnish & Install",Each,
615,Sewer Line Construction,,
M6151004,"4"" Vitrified Clay Pipe",L. F.,
M6151006,"6"" Vitrified Clay Pipe",L. F.,
M6151008,"8"" Vitrified Clay Pipe",L. F.,
M6151010,"10"" Vitrified Clay Pipe",Lin. Ft.,
M6151012,"12"" Vitrified Clay Pipe",L. F.,
M6151015,"15"" Vitrified Clay Pipe",L. F.,
M6151018,"18"" Vitrified Clay Pipe",L. F.,
M6151030,"30"" Vitrified Clay Pipe",Lin. Ft.,
M6152004,"4"" Ductile Iron Pipe and Fittings, (Polyethylene - lined ), Furnish & Install",L. F.,
M6152006,"6"" Ductile Iron Pipe and Fittings, ( Lined ), Furnish & Install",L. F.,
M6152007,"6"" Ductile Iron Pipe and Fittings, (Lined), Furnish & Install Sewer Tap, Std. Detail 440",Lin. Ft.,
M6152008,"8"" Ductile Iron Pipe and Fittings, ( Lined ), Furnish & Install",L. F.,
M6152010,"10"" Ductile Iron Pipe and Fittings, (Lined), Furnish and Install",Lin. Ft.,
M6152012,"12"" Ductile Iron Pipe and Fittings (Lined ), Furnish & Install",L. F.,
M6152015,"15"" Ductile Iron Pipe and Fittings, (Lined), Furnish and Install",L. F.,
M6152016,"16"" Ductile Iron Pipe and Fittings, (Lined), Furnish and Install",Lin. Ft.,
M6152018,"18"" Ductile Iron Pipe and Fittings, (Lined), Furnish and Install",Lin. Ft.,
M6152999,D.I.P. Sanitary Sewer Replacement (Various Sizes),Each,
M6153000,"Construct Water or Sanitary Sewer Encasement, MAG. St'd. Detail-404",Lin. Ft.,
M6153001,Construct Water Encasement Per Detail,L. F.,
M6153002,"Furnish & Install 8"" V.C.P. Sanitary Sewer Pipe",L. F.,
M6153012,Sanitary Sewer Encasement DO NOT USE!!! USE M6153000,Lin. Ft.,
M6153013,"Storm Sewer 6"" Concrete Encasement",L.F.,
M6153100,Abandon Existing Sanitary Sewer Pipe per Special Provisions,Lin. Ft.,
M6153200,Sanitary Sewer Bypass Pumping and Piping,Job,
M6153501,"4"" or 6"" Sewer Tap",Each,
M6153550,"Sewer Tap Realignment per Plans ( 6"" and 8"")",Each,
M6154006,"6"" Sanitary Sewer Pipe",Lin. Ft.,
M6154008,"8"" Sanitary Sewer Pipe",Lin. Ft.,
M6154012,"12"" Sanitary Sewer Pipe",Lin. Ft.,
M6154015,"15"" Sanitary Sewer Pipe",Lin. Ft.,
M6154018,"18"" Sanitary Sewer Pipe",L. F.,
M6154019,"18"" Stub & Plug",Lin. Ft.,
M6154021,"21"" Sanitary Sewer Pipe",L. F.,
M6154024,"24"" Sanitary Sewer Pipe",L. F.,
M6154025,"24"" Stub & Plug",Lin. Ft.,
M6154027,"27"" Sanitary Sewer Pipe",L. F.,
M6154030,"30"" Sanitary Sewer Pipe",L. F.,
M6154031,"30"" Stub and Plug",Each,
M6154033,"33"" Sanitary Sewer Pipe",L. F.,
M6154036,"36"" Sanitary Sewer Pipe",L. F.,
M6154039,"39"" Sanitary Sewer Pipe",L. F.,
M6154042,"42"" Sanitary Sewer Pipe",L. F.,
M6154048,"48"" Sanitary Sewer Pipe",L. F.,
M6155036,"36"" Sanitary Sewer Pipe, Class V, Within Tunnel",L. F.,
M6156000,"Sewer Tap, Complete, per Plans",Each,
M6156036,"36"" Sanitary Sewer Pipe: South Portal to End of Main Tunnel, and Main Tunnel Finishing",L. F.,
M6156130,Bulkhead for Sanitary Sewer per Detail,Each,
M6157500,"Sewer Manhole, per Detail",Each,
M6157501,"Sewer Cleanout, Std. Detail 441",Each,
M6157600,Modify Existing Sanitary Sewer Manhole Base,Each,
M6158108,"8"" Swing Check Valve, Furnish & Install",Each,
M6158206,"6"" Pressure Sustaining Valve, Furnish & Install",Each,
M6158500,"Submersible Pump, Furnish & Install",Each,
M6159008,"8"" Plug Valve , Furnish & Install",Each,
M6159018,"18"" Canal Gate Assembly, Furnish & Install",Each,
M6159100,Air Vacuum Release Valve Assembly,Each,
M6159102,"2"" Air Vacuum Release Valve, Special Detail",Each,
M6159200,"Bypass Hot Tap, per Detail",Each,
616,Reclaimed Waterline Construction,,
M6162006,"6"" Ductile Iron Pipe and Fittings, Furnish & Install",L. F.,
M6162018,"18"" Ductile Iron Pipe and Fittings, (Lined), Furnish and Install",Lin. Ft.,
M6165010,"10"" X 6"" Reducer, Furnish & Install",Each,
M6165110,"10"" Lateral Wye, Furnish & Install",Each,
M6165500,"Bypass Drain/Blowoff Assembly, Furnish and Install",Each,
M6168060,"Air and Vacuum Valve, including Enclosure",Each,
618,Storm Drain Construction with Concrete Pipe,,
M6180001,Concrete Slip Liner,Lin. Ft.,
M6180003,Concrete Slip Liner,Lin. Ft.,
M6180005,French Drain Per Detail,Lin. Ft.,
M6180008,"8"" Storm Sewer Pipe",Lin. Ft.,
M6180010,"10"" Storm Sewer Pipe",Lin. Ft.,
M6180012,"12"" Storm Sewer Pipe",Lin. Ft.,
M6180015,"15"" Storm Sewer Pipe",Lin. Ft.,
M6180018,"18"" Storm Sewer Pipe",Lin. Ft.,
M6180019,"15"" RCP Catch Basin Connector Pipe",Lin. Ft.,
M6180021,"21"" Storm Sewer Pipe",Lin. Ft.,
M6180024,"24"" Storm Sewer Pipe",Lin. Ft.,
M6180027,"27"" Storm Sewer Pipe",Lin. Ft.,
M6180030,"30"" Storm Sewer Pipe",Lin. Ft.,
M6180031,"30"" Storm Sewer Pipe, Jack and Bore",Lin. Ft.,
M6180033,"33"" Storm Sewer Pipe",Lin. Ft.,
M6180036,"36"" Storm Sewer Pipe",Lin. Ft.,
M6180039,"39"" Storm Sewer Pipe",Lin. Ft.,
M6180042,"42"" Storm Sewer Pipe",Lin. Ft.,
M6180048,"48"" Storm Sewer Pipe",Lin. Ft.,
M6180049,"48"" X 76"" Hortizontal Elliptical RCP",Lin. Ft.,
M6180054,"54"" Storm Sewer Pipe",Lin. Ft.,
M6180060,"60"" Storm Sewer Pipe",Lin. Ft.,
M6180061,"60"" Storm Sewer Pipe, Jack and Bore",Lin. Ft.,
M6180066,"66"" Storm Sewer Pipe",Lin. Ft.,
M6180067,"66"" Storm Sewer Pipe, Jack and Bore",Lin. Ft.,
M6180072,"72"" Storm Sewer Pipe",Lin. Ft.,
M6180073,"72"" Storm Sewer Pipe, Jack and Bore",Lin. Ft.,
M6180078,"78"" Storm Sewer Pipe",Lin. Ft.,
M6180079,"78""Storm Sewer Pipe (Installation Only)",Lin. Ft.,
M6180084,"84"" Storm Sewer Pipe",Lin. Ft.,
M6180090,"90"" Storm Sewer Pipe",Lin. Ft.,
M6180096,"96"" Storm Sewer Pipe",Lin. Ft.,
M6180102,"102"" Storm Sewer Pipe",Lin. Ft.,
M6180108,"108"" Storm Sewer Pipe",Lin. Ft.,
M6180120,"120"" Storm Sewer Pipe",Lin. Ft.,
M6180129,"29"" x 45"" Elliptical Storm Drain Pipe",Lin. Ft.,
M6180134,"34"" X 22"" Hortizontal Elliptical Pipe",Lin. Ft.,
M6180136,"34"" x 53"" Elliptical Storm Drain Pipe",Lin. Ft.,
M6180138,"38"" X 24"" Hortizonal Elliptical Pipe",Lin. Ft.,
M6180142,"42"" X 27"" Hortizonal Elliptical Pipe",Lin. Ft.,
M6180153,"53"" X 83"" Elliptical Storm Sewer Pipe",Lin. Ft.,
M6180213,"22"" X 13.5"" Hortizonal Elliptical Pipe",Lin. Ft.,
M6180274,"Storm Sewer Structure, Special Detail 274 Modified",Each,
M6180300,10' X 10' X 8' Junction Structure,Each,
M6180320,12' X 12' X 9' Junction Structure,Each,
M6180330,12' X 12' X 15' Junction Structure,Each,
M6180400,"Pump Station, Complete, per Plans and Specifications",Job,
M6180427,"Pipe Plug, Standard Detail 427",Each,
M6180430,Box Culvert Plug per Special Detail or Special Provisions,Each,
M6180436,"36"" Pipe Plug, MAG. Std. Detail 427",Each,
M6180505,"Concrete Pipe Collar For 24"" Pipe and Larger, MAG Standard Detail 505 DO NOT USE!!! USE M6180506",Each,
M6180506,"Concrete Pipe Collar For 24"" Pipe and Larger, COP Standard Detail P-1505",Each,
M6180520,Storm Sewer Lateral Connection Per Detail P-1577,Each,
M6180524,"Storm Sewer Lateral Pipe Connection, St'd. Detail 524",Each,
M6180621,"Storm Sewer Lateral Pipe Connection, Special Detail 621",Each,
M6180622,"Storm Sewer Lateral Pipe Connection, Special Detail 274",Each,
M6180623,"Storm Sewer Lateral Pipe Connection, Special Detail 1577",Each,
M6180624,Storm Sewer Pipe Connection to Existing Catch Basin per Special Detail on Plans,Each,
M6180936,"36 Inch Check Valve for Storm Drain per Detail, Furnish and Install(DO NOT USE) (USE M6187736 INSTEAD)",Each,
M6181006,"6"" Catch Basin Connector Pipe",Lin. Ft.,
M6181008,"8"" Catch Basin Connector Pipe",Lin. Ft.,
M6181012,"12"" Catch Basin Connector Pipe",Lin. Ft.,
M6181014,"18"" Class V RCP",L.F.,
M6181015,"15"" Catch Basin Connector Pipe",Lin. Ft.,
M6181016,"18"" Class IV RCP (Main)",L.F.,
M6181017,"18"" Class IV RCP (Connector)",L.F.,
M6181018,"18"" Catch Basin Connector Pipe",Lin. Ft.,
M6181019,"18"" Class III RCP (Connector)",,
M6181020,"18"" Class III RCP (Connector)",L.F.,
M6181021,"21"" Catch Basin Connector Pipe",Lin. Ft.,
M6181023,"23"" X 14"" Horizontal Elliptical Pipe",Lin. Ft.,
M6181024,"24"" Catch Basin Connector Pipe",Lin. Ft.,
M6181030,"30"" Catch Basin Connector Pipe",Lin. Ft.,
M6181034,"34"" X 22"" Hortizonal Elliptical Pipe",Lin. Ft.,
M6181036,"36"" Catch Basin Connector Pipe",Lin. Ft.,
M6181048,"48"" Catch Basin Connector Pipe",Lin. Ft.,
M6181505,"Concrete Pipe Collar For 18"" Pipe and Smaller, COP Standard Detail P-1505",Each,
M6181578,"Storm Sewer Lateral Pipe Connection, Special Detail 1578",Each,
M6182012,"12"" Rubber Gasket Reinforced Concrete Pipe, Class II (Private Irrigation)",Lin. Ft.,
M6182015,"15"" Rubber Gasket Reinforced Concrete Pipe, Class II (Private Irrigation)",Lin. Ft.,
M6182018,"18"" Rubber Gasket Reinforced Concrete Pipe, Class II (Private Irrigation)",Lin. Ft.,
M6182024,"24"" Rubber Gasket Reinforced Concrete Pipe, Class II (Private Irrigation)",Lin. Ft.,
M6182048,"48"" CCFRPM Storm Sewer Pipe; Furnish, Jack & Bore",Lin. Ft.,
M6183006,"6"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183010,"10"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183011,"12"" Class III RCP (Existing Connector)",L.F.,
M6183012,"12"" Rubber Gasket Reinforced Concrete Pipe, Class III",Lin. Ft.,
M6183015,"15"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183018,"18"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183024,"24"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183030,"30"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183036,"36"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183042,"42"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6183048,"48"" Rubber Gasket Reinforced Concrete Pipe, Class III",Lin. Ft.,
M6183054,"54"" Rubber Gasket Reinforced Concrete Pipe, Class III (Private Irrigation)",Lin. Ft.,
M6184012,"12"" Rubber Gasket Reinforced Concrete Pipe, Class IV (Private Irrigation)",Lin. Ft.,
M6184015,"15"" Rubber Gasket Reinforced Concrete Pipe, Class IV (Private Irrigation)",Lin. Ft.,
M6184018,"18"" Rubber Gasket Reinforced Concrete Pipe, Class IV",Lin. Ft.,
M6184024,"24"" Rubber Gasket Reinforced Concrete Pipe, Class IV",Lin. Ft.,
M6184030,"30"" Rubber Gasket Reinforced Concrete Pipe, Class IV",Lin. Ft.,
M6184036,"36"" Rubber Gasket Reinforced Concrete Pipe, Class IV (Private Irrigation)",Lin. Ft.,
M6185012,"12"" Rubber Gasket Reinforced Concrete Pipe, Class V (Private Irrigation)",Lin. Ft.,
M6185015,"15"" Rubber Gasket Reinforced Concrete Pipe, Class V (Private Irrigation)",Lin. Ft.,
M6185018,"18"" Rubber Gasket Reinforced Concrete Pipe, Class V (Private Irrigation)",Lin. Ft.,
M6185024,"24"" Rubber Gasket Reinforced Concrete Pipe, Class V (Private Irrigation)",Lin. Ft.,
M6185030,"30"" Rubber Gasket Reinforced Concrete Pipe, Class V (Private Irrigation)",Lin. Ft.,
M6185048,"48"" Rubber Gasket Reinforced Concrete Pipe, Class V",Lin. Ft.,
M6185049,Concrete Irrigation Pipe Liner,Lin. Ft.,
M6186001,"15"" X 15"" X 12"" Prefabricated Tee",Each,
M6186002,"15"" X 15"" X 15"" Prefabricated Tee",Each,
M6186004,"18"" X 18"" X 15"" Prefabricated Tee",Each,
M6186005,"18"" X 18"" X 18"" Prefabricated Tee",Each,
M6186006,"21"" X 21"" X 15"" Prefabricated Tee",Each,
M6186008,"24"" X 24"" X 15"" Prefabricated Tee",Each,
M6186010,"24"" X 24"" X 18"" Prefabricated Tee",Each,
M6186012,"24"" X 24"" X 21"" Prefabricated Tee",Each,
M6186014,"24"" X 24"" X 24"" Prefabricated Tee",Each,
M6186016,"27"" X 27"" X 15"" Prefabricated Tee",Each,
M6186017,"27"" x 27"" x 18"" Prefabricated Tee",Lin. Ft.,
M6186018,"30"" X 30"" X 15"" Prefabricated Tee",Each,
M6186019,"30"" X 30"" X 24"" Prefabricated Wye",Each,
M6186020,"30"" X 30"" X 18"" Prefabricated Tee",Each,
M6186021,"30"" x 30"" x 30"" Prefabricated Wye",Each,
M6186022,"33"" X 33"" X 15"" Prefabricated Tee",Each,
M6186023,"30"" X 30"" X 24"" Prefabricated Tee",Each,
M6186024,"33"" X 33"" X 18"" Prefabricated Tee",Each,
M6186025,"30"" x 30"" x 30"" Prefabricated Tee",Each,
M6186026,"33"" X 33"" X 24"" Prefabricated Tee",Each,
M6186028,"36"" X 36"" X 15"" Prefabricated Tee",Each,
M6186029,"60"" X 60"" X 36"" Prefabricated Tee",Each,
M6186030,"36"" X 36"" X 15"" Prefabricated Wye",Each,
M6186031,"36"" X 36"" X 18"" Prefabricated Tangential Tee",Each,
M6186032,"36"" X 36"" X 18"" Prefabricated Tee",Each,
M6186033,"36"" X 36"" X 21"" Prefabricated Tee",Each,
M6186034,"36"" X 36"" X 24"" Prefabricated Tee",Each,
M6186035,"36"" X 36"" X 30"" Prefabricated Tee",Each,
M6186036,"39"" X 39"" X 15"" Prefabricated Tee",Each,
M6186037,"36"" X 36"" X 36"" Prefabricated Tee",Each,
M6186038,"39"" X 39"" X 18"" Prefabricated Tee",Each,
M6186039,"42"" X 42"" X 21"" Prefabricated Tee",Each,
M6186040,"42"" X 42"" X 15"" Prefabricated Tee",Each,
M6186041,"48"" X 48"" X 30"" Prefabricated Tee",Each,
